national_number,version,description
0127,Ruby,PINSIR is astoundingly strong. It can grip a foe weighing twice its weight in its horns and easily lift it. This POKéMON’s movements turn sluggish in cold places.
0127,Sapphire,"PINSIR has a pair of massive horns Protruding from the surface of these horns are thorns. These thorns are driven deeply into the foe’s body when the pincer closes, making it tough for the foe to escape."
0127,FireRed,"Its two long pincer horns are powerful. Once they grip an enemy, they won’t release until the foe is torn."
0127,LeafGreen,"If it fails to crush the foe in its pincers, it will swing around and toss the opponent."
0127,Emerald,"Their pincers are strong enough to shatter thick logs. Because they dislike cold, PINSIR burrow and sleep under the ground on chilly nights."
0127,Diamond / Pearl / Platinum,"It grips prey with its pincers until the prey is torn in half. What it can’t tear, it tosses far."
0127,HeartGold,"With its pincer horns, it digs burrows to sleep in at night. In the morning, damp soil clings to its body."
0127,SoulSilver,"It swings its long pincer horns wildly to attack. During cold periods, it hides deep in forests."
0127,Black / White,"It grips prey with its pincers until the prey is torn in half. What it can’t tear, it tosses far."
0127,Black 2 / White 2,It grips prey with its powerful pincers and will not let go until the prey is torn in half.
0127,X,"It grips prey with its pincers until the prey is torn in half. What it can’t tear, it tosses far."
0127,Y,"It swings its long pincer horns wildly to attack. During cold periods, it hides deep in forests."
0127,Omega Ruby,Pinsir is astoundingly strong. It can grip a foe weighing twice its weight in its horns and easily lift it. This Pokémon’s movements turn sluggish in cold places.
0127,Alpha Sapphire,"Pinsir has a pair of massive horns. Protruding from the surface of these horns are thorns. These thorns are driven deeply into the foe’s body when the pincer closes, making it tough for the foe to escape."
0127,Sun,"It grips its prey in its pincers and splits them apart. Although it is a powerful Pokémon, it can’t deal with the cold."
0127,Moon,One solid blow from its horns is enough to split apart a large tree. Its greatest rival in Alola is Vikavolt.
0127,Ultra Sun,"It gets into territorial disputes with Vikavolt. For some reason, it apparently gets along well with Heracross in Alola."
0127,Ultra Moon,"Although it’s tough, it can’t handle cold well. When night falls, it buries itself in leafage and sleeps."
0127,Let's Go Pikachu / Let's Go Eevee,"Grips its prey in its pincers and squeezes hard! It can’t move if it’s cold, so it lives in warm places."
0127,Sword,"These Pokémon judge one another based on pincers. Thicker, more impressive pincers make for more popularity with the opposite gender."
0127,Shield,This Pokémon clamps its pincers down on its prey and then either splits the prey in half or flings it away.
0127,Brilliant Diamond / Shining Pearl,"It grips prey with its pincers until the prey is torn apart. What it can’t tear, it tosses far away."
0128,Red / Blue,"When it targets an enemy, it charges furiously while whipping its body with its long tails."
0128,Yellow,"A rowdy POKéMON with a lot of stamina. Once running, it won’t stop until it hits something."
0128,Gold,They fight each other by locking horns. The herd’s protector takes pride in its battle-scarred horns.
0128,Silver,"After heightening its will to fight by whipping itself with its three tails, it charges at full speed."
0128,Crystal,These violent POKéMON fight with other members of their herd in order to prove their strength.
0128,Ruby / Sapphire,"This POKéMON is not satisfied unless it is rampaging at all times. If there is no opponent for TAUROS to battle, it will charge at thick trees and knock them down to calm itself."
0128,FireRed,"When it is about to TACKLE, it whips its body repeatedly with its three long tails."
0128,LeafGreen,"When it targets an enemy, it charges furiously while whipping its body with its long tails."
0128,Emerald,"It is not satisfied unless it is rampaging at all times. If there is no opponent for TAUROS to battle, it will charge at thick trees and knock them down to calm itself."
0128,Diamond / Pearl / Platinum,"Once it takes aim at its foe, it makes a headlong charge. It is famous for its violent nature."
0128,HeartGold,They fight each other by locking horns. The herd’s protector takes pride in its battle-scarred horns.
0128,SoulSilver,"After heightening its will to fight by whipping itself with its three tails, it charges at full speed."
0128,Black / White / Black 2 / White 2,"Once it takes aim at its foe, it makes a headlong charge. It is famous for its violent nature."
0128,X,"After heightening its will to fight by whipping itself with its three tails, it charges at full speed."
0128,Y,"When it is about to tackle, it whips its body repeatedly with its three long tails."
0128,Omega Ruby / Alpha Sapphire,"This Pokémon is not satisfied unless it is rampaging at all times. If there is no opponent for Tauros to battle, it will charge at thick trees and knock them down to calm itself."
0128,Sun,"Historically, people in areas all over the world have ridden Tauros, but the practice is said to have started in Alola."
0128,Moon,"Although it’s known to be a fierce Pokémon, Tauros in the Alola region are said to possess a measure of calmness."
0128,Ultra Sun,"They live in groups. The one with the longest, thickest, and most-scarred horns is the boss of the herd."
0128,Ultra Moon,The climate seems to be related to the reason Tauros in Alola are a little calmer than those in other regions.
0128,Let's Go Pikachu / Let's Go Eevee,"A rowdy Pokémon with a lot of stamina. Once running, it won’t stop until it hits something."
0128,Sword,"When Tauros begins whipping itself with its tails, it’s a warning that the Pokémon is about to charge with astounding speed."
0128,Shield,"The Tauros of the Galar region are volatile in nature, and they won’t allow people to ride on their backs."
0128,Brilliant Diamond / Shining Pearl,"Once it takes aim at its prey, it makes a headlong charge. It is famous for its violent nature."
0128,Scarlet,"When it targets an enemy, it charges furiously while whipping its body with its long tails."
0128,Violet,They fight each other by locking horns. The herd’s protector takes pride in its battle-scarred horns.
0129,Red / Blue,"In the distant past, it was somewhat stronger than the horribly weak descendants that exist today."
0129,Yellow,"Famous for being very unreliable. It can be found swimming in seas, lakes, rivers and shallow puddles."
0129,Gold,"An underpowered, pathetic POKéMON. It may jump high on rare occasions, but never more than seven feet."
0129,Silver,"For no reason, it jumps and splashes about, making it easy for predators like PIDGEOTTO to catch it mid-jump."
0129,Crystal,This weak and pathetic POKéMON gets easily pushed along rivers when there are strong currents.
0129,Ruby,MAGIKARP is a pathetic excuse for a POKéMON that is only capable of flopping and splashing. This behavior prompted scientists to undertake research into it.
0129,Sapphire,"MAGIKARP is virtually useless in battle as it can only splash around. As a result, it is considered to be weak. However, it is actually a very hardy POKéMON that can survive in any body of water no matter how polluted it is."
